activeCount,avgRho,condition,entropy,mass,maxFluxAbs,maxRho,param_c_press,param_damping,param_dt,param_psi_diffusion,param_rng_seed,rep,rhoMaxId,step,t,totalFlux,vortNorm_global,vortNorm_global_ema
127,0.21422927922265975,psi_diffusion=0.8,0.9857352346713806,29.992099091172364,0.023896309369775808,0.38200282296201715,0.1,0.2,0.12,0.8,42,1,132,300,36.0,1.3110328885308449,0.0,0.0
1,0.35564182114755116,psi_diffusion=0.8,0.009613507827310004,49.789854960657166,0.20911377327716404,49.51945173083538,0.1,0.2,0.12,0.8,42,2,1,5,0.6,1.6922269756353907,0.0,0.0
3,0.354793156005434,psi_diffusion=0.8,0.027897782931805375,49.67104184076076,0.29862827205530185,48.86375844753484,0.1,0.2,0.12,0.8,42,2,1,10,1.2000000000000002,3.166421719124431,0.0,0.0
4,0.3539242105956691,psi_diffusion=0.8,0.05106335417691331,49.549389483393675,0.3620188018182958,48.06237439294184,0.1,0.2,0.12,0.8,42,2,1,15,1.8000000000000007,4.505565103568244,0.0,0.0
4,0.3530027133635238,psi_diffusion=0.8,0.07537497751292739,49.42037987089333,0.3772500032769184,47.189365214538974,0.1,0.2,0.12,0.8,42,2,1,20,2.4000000000000012,4.93709455379263,0.0,0.0
4,0.35202775253656193,psi_diffusion=0.8,0.09992385047421141,49.28388535511867,0.4106541986005335,46.271788512740656,0.1,0.2,0.12,0.8,42,2,1,25,3.0000000000000018,5.376113941283957,0.0,0.0
4,0.350731839014032,psi_diffusion=0.8,0.12308441486687881,49.10245746196448,0.40578008705140584,45.33428995822515,0.1,0.2,0.12,0.8,42,2,1,30,3.6000000000000023,5.5416501109278755,0.0,0.0
5,0.3491053483004612,psi_diffusion=0.8,0.14507303725494872,48.87474876206457,0.42872482585039395,44.37929673540961,0.1,0.2,0.12,0.8,42,2,1,35,4.200000000000003,5.9614812337057,0.0,0.0
5,0.3472977006443574,psi_diffusion=0.8,0.1662530910729724,48.62167809021003,0.4182842004090662,43.41852610174187,0.1,0.2,0.12,0.8,42,2,1,40,4.800000000000003,6.003086439010093,0.0,0.0
5,0.34582111070580784,psi_diffusion=0.8,0.1889566593923774,48.4149554988131,0.4388068508996362,42.447518861806934,0.1,0.2,0.12,0.8,42,2,1,45,5.400000000000004,6.2528402159258185,0.0,0.0
5,0.34459749649497995,psi_diffusion=0.8,0.21237566415249545,48.24364950929719,0.4263633227625436,41.47476571897793,0.1,0.2,0.12,0.8,42,2,1,50,6.000000000000004,6.171206178652321,0.0,0.0
7,0.3433183888436437,psi_diffusion=0.8,0.23549326651501232,48.064574438110114,0.44584364096941226,40.494203993428904,0.1,0.2,0.12,0.8,42,2,1,55,6.600000000000005,6.404716969673855,0.0,0.0
11,0.3419890616569157,psi_diffusion=0.8,0.2581579371680023,47.878468631968204,0.4324744055678533,39.51357690126673,0.1,0.2,0.12,0.8,42,2,1,60,7.2000000000000055,6.340516008857509,0.0,0.0
15,0.3401695454909699,psi_diffusion=0.8,0.2791306752599947,47.623736368735784,0.451741244292739,38.52615979438365,0.1,0.2,0.12,0.8,42,2,1,65,7.800000000000006,6.542639930078679,0.0,0.0
20,0.3379402435709838,psi_diffusion=0.8,0.2986117247387725,47.31163409993773,0.43783152894971855,37.539477572175564,0.1,0.2,0.12,0.8,42,2,1,70,8.400000000000004,6.460409921008047,0.0,0.0
23,0.3355435469362305,psi_diffusion=0.8,0.3177307854554003,46.97609657107227,0.4569330320861462,36.54659527290177,0.1,0.2,0.12,0.8,42,2,1,75,9.0,6.6901478532063345,0.0,0.0
30,0.3336304200877656,psi_diffusion=0.8,0.338425935420398,46.708258812287184,0.4425754677159882,35.55503554808463,0.1,0.2,0.12,0.8,42,2,1,80,9.599999999999996,6.624782770863043,0.0,0.0
38,0.33206736788585484,psi_diffusion=0.8,0.3602789942720064,46.48943150401968,0.4615677130611149,34.55774474924295,0.1,0.2,0.12,0.8,42,2,1,85,10.199999999999992,6.796251553026933,0.0,0.0
48,0.3304527047149795,psi_diffusion=0.8,0.38175262509394803,46.26337866009713,0.44672963880044736,33.56237185095693,0.1,0.2,0.12,0.8,42,2,1,90,10.799999999999988,6.6766785677898515,0.0,0.0
63,0.32879052752640076,psi_diffusion=0.8,0.40309825048961895,46.03067385369611,0.4654579517562513,32.56190302396282,0.1,0.2,0.12,0.8,42,2,1,95,11.399999999999984,6.861746764493164,0.0,0.0
78,0.3265591793437943,psi_diffusion=0.8,0.4227109068410929,45.718285108131205,0.45014476990145086,31.564089120022825,0.1,0.2,0.12,0.8,42,2,1,100,11.99999999999998,6.7384064412490625,0.0,0.0
87,0.3238743711377204,psi_diffusion=0.8,0.4412434980077851,45.34241195928085,0.468664403494503,30.56183777209592,0.1,0.2,0.12,0.8,42,2,1,105,12.599999999999977,6.931178588545532,0.0,0.0
96,0.321046732513572,psi_diffusion=0.8,0.4593985245817485,44.94654255190008,0.45296861030549423,29.562902315780537,0.1,0.2,0.12,0.8,42,2,1,110,13.199999999999973,6.8279294886461965,0.0,0.0
98,0.31877494191459027,psi_diffusion=0.8,0.47921603360919185,44.62849186804264,0.47127613180291644,28.560126360457435,0.1,0.2,0.12,0.8,42,2,1,115,13.799999999999969,7.0294098462828645,0.0,0.0
99,0.3168996465638658,psi_diffusion=0.8,0.4998978971267901,44.36595051894122,0.45516226424442646,27.561336692474505,0.1,0.2,0.12,0.8,42,2,1,120,14.399999999999965,6.879940505914714,0.0,0.0
105,0.31497503079009415,psi_diffusion=0.8,0.5204642091933703,44.09650431061318,0.47308731242070223,26.55944506195265,0.1,0.2,0.12,0.8,42,2,1,125,14.999999999999961,7.037445219039709,0.0,0.0
106,0.31300721112448043,psi_diffusion=0.8,0.5407379786033225,43.82100955742726,0.4564669888643619,25.562410440796498,0.1,0.2,0.12,0.8,42,2,1,130,15.599999999999957,6.895153449614259,0.0,0.0
107,0.310427279608332,psi_diffusion=0.8,0.5597100658561779,43.45981914516648,0.47395412017746236,24.563170489828256,0.1,0.2,0.12,0.8,42,2,1,135,16.199999999999957,7.051976792033178,0.0,0.0
107,0.30738726571634434,psi_diffusion=0.8,0.5776207643142847,43.03421720028821,0.45691080567624576,23.56968123039976,0.1,0.2,0.12,0.8,42,2,1,140,16.79999999999996,6.915033786620674,0.0,0.0
111,0.30421311896337355,psi_diffusion=0.8,0.5954253873951636,42.5898366548723,0.47397378890987646,22.57486130600597,0.1,0.2,0.12,0.8,42,2,1,145,17.399999999999967,7.09357557018113,0.0,0.0
114,0.30163643330937434,psi_diffusion=0.8,0.614415559910173,42.22910066331241,0.4565354854783348,21.586664247027116,0.1,0.2,0.12,0.8,42,2,1,150,17.99999999999997,6.965670400452319,0.0,0.0
115,0.29947715691631205,psi_diffusion=0.8,0.6342478459894909,41.926801968283684,0.47305320762948994,20.59807842452275,0.1,0.2,0.12,0.8,42,2,1,155,18.599999999999977,7.098053619966686,0.0,0.0
120,0.2972745132741676,psi_diffusion=0.8,0.6537565460852242,41.61843185838347,0.45509606984811585,19.617161514431974,0.1,0.2,0.12,0.8,42,2,1,160,19.19999999999998,6.925545911039208,0.0,0.0
122,0.29503275698572334,psi_diffusion=0.8,0.6731405177831287,41.30458597800127,0.470850568955268,18.637074421695964,0.1,0.2,0.12,0.8,42,2,1,165,19.799999999999986,7.059052789421917,0.0,0.0
122,0.29195981210056354,psi_diffusion=0.8,0.6909250212511445,40.8743736940789,0.4523663059046586,17.66591088620616,0.1,0.2,0.12,0.8,42,2,1,170,20.39999999999999,6.887808414109374,0.0,0.0
124,0.28861510518701605,psi_diffusion=0.8,0.708326570844434,40.406114726182246,0.46732973732716326,16.696916154794188,0.1,0.2,0.12,0.8,42,2,1,175,20.999999999999996,7.031215288408147,0.0,0.0
124,0.28515218996158087,psi_diffusion=0.8,0.7254319779673962,39.92130659462132,0.44837128649253294,15.738143794612004,0.1,0.2,0.12,0.8,42,2,1,180,21.6,6.87538581823581,0.0,0.0
126,0.28231265211119605,psi_diffusion=0.8,0.7435232495706988,39.52377129556745,0.46242273561461317,14.782980549587458,0.1,0.2,0.12,0.8,42,2,1,185,22.200000000000006,7.0142142030840455,0.0,0.0
127,0.2799109328401193,psi_diffusion=0.8,0.7619507439639812,39.18753059761671,0.4428831590779322,13.839527123288105,0.1,0.2,0.12,0.8,42,2,1,190,22.80000000000001,6.8154221714151175,0.0,0.0
127,0.2774704378557112,psi_diffusion=0.8,0.7801267776072995,38.845861299799566,0.45569608529749805,12.901480888680803,0.1,0.2,0.12,0.8,42,2,1,195,23.400000000000016,6.903637473181524,0.0,0.0
128,0.27499796766394025,psi_diffusion=0.8,0.7978638206231266,38.499715472951635,0.4354110255428152,11.977050224286582,0.1,0.2,0.12,0.8,42,2,1,200,24.00000000000002,6.700688756158554,0.0,0.0
128,0.271693222389995,psi_diffusion=0.8,0.8144309532824445,38.037051134599295,0.4467347873335449,11.060261416649908,0.1,0.2,0.12,0.8,42,2,1,205,24.600000000000026,6.7826289830475455,0.0,0.0
128,0.26813685636688767,psi_diffusion=0.8,0.8303956266209965,37.53915989136427,0.42568200242456744,10.159324784613695,0.1,0.2,0.12,0.8,42,2,1,210,25.20000000000003,6.584982756984894,0.0,0.0
128,0.26447723989787103,psi_diffusion=0.8,0.8460782131378166,37.026813585701944,0.4352666008087009,9.26863514755451,0.1,0.2,0.12,0.8,42,2,1,215,25.800000000000036,6.669786097901939,0.0,0.0
128,0.2614471893576668,psi_diffusion=0.8,0.861980606473728,36.60260651007335,0.4132968245354997,8.396460631404508,0.1,0.2,0.12,0.8,42,2,1,220,26.40000000000004,6.466022323160705,0.0,0.0
128,0.25885168256824925,psi_diffusion=0.8,0.8778483844183216,36.23923555955489,0.42060729030146704,7.537803923056871,0.1,0.2,0.12,0.8,42,2,1,225,27.000000000000046,6.490927841302719,0.0,0.0
128,0.25622825742983213,psi_diffusion=0.8,0.8929959793537168,35.8719560401765,0.39733338224675097,6.7011785976424,0.1,0.2,0.12,0.8,42,2,1,230,27.60000000000005,6.234609773339284,0.0,0.0
128,0.2535815239998911,psi_diffusion=0.8,0.9074911596817966,35.50141335998475,0.40104870435198486,5.882837394351205,0.1,0.2,0.12,0.8,42,2,1,235,28.200000000000056,6.225851155651635,0.0,0.0
128,0.2501498398771562,psi_diffusion=0.8,0.92063126013995,35.02097758280187,0.37431000122549923,5.0940842668093955,0.1,0.2,0.12,0.8,42,2,1,240,28.80000000000006,5.938803232675194,0.0,0.0
128,0.24650037172518607,psi_diffusion=0.8,0.9328626906677503,34.51005204152605,0.37160482150884155,4.3341852338738205,0.1,0.2,0.12,0.8,42,2,1,245,29.400000000000066,5.879985365017446,0.0,0.0
128,0.242791616185804,psi_diffusion=0.8,0.9440662430512874,33.99082626601256,0.3416805769029641,3.61332752750652,0.1,0.2,0.12,0.8,42,2,1,250,30.00000000000007,5.561731326320346,0.0,0.0
128,0.2398948636999218,psi_diffusion=0.8,0.9546266741679796,33.58528091798905,0.33275078495005667,2.9308535487505014,0.1,0.2,0.12,0.8,42,2,1,255,30.600000000000076,5.426269447656915,0.0,0.0
128,0.2371884611080838,psi_diffusion=0.8,0.9638918039600471,33.206384555131734,0.29940826106130125,2.296915942571764,0.1,0.2,0.12,0.8,42,2,1,260,31.20000000000008,5.029729189329727,0.0,0.0
128,0.23447163004461033,psi_diffusion=0.8,0.9716980439876313,32.82602820624545,0.28217077972742055,1.7133125029635052,0.1,0.2,0.12,0.8,42,2,1,265,31.800000000000086,4.780358122917011,0.0,0.0
128,0.23175286438844103,psi_diffusion=0.8,0.9778411522920067,32.445401014381744,0.24351293159027582,1.1919117773955108,0.1,0.2,0.12,0.8,42,2,1,270,32.40000000000008,4.313650071253647,0.0,0.0
128,0.22842545924032392,psi_diffusion=0.8,0.9820818742993974,31.97956429364535,0.21354871289771227,0.7394328913387789,0.1,0.2,0.12,0.8,42,2,1,275,33.000000000000064,3.9364358009840004,0.0,0.0
128,0.22498553129112994,psi_diffusion=0.8,0.9844116690144171,31.49797438075819,0.16542239328847955,0.6027667041064253,0.1,0.2,0.12,0.8,42,2,132,280,33.60000000000005,3.366479356691583,0.0,0.0
128,0.22157349962696912,psi_diffusion=0.8,0.9848197817681915,31.020289947775677,0.114559802353298,0.5559227266448264,0.1,0.2,0.12,0.8,42,2,132,285,34.20000000000004,2.799831883279929,0.0,0.0
127,0.21908239055543777,psi_diffusion=0.8,0.984275075345461,30.671534677761287,0.05470561396436701,0.500196044018052,0.1,0.2,0.12,0.8,42,2,132,290,34.800000000000026,2.090632718946091,0.0,0.0
127,0.2168014718774149,psi_diffusion=0.8,0.9849601289641089,30.352206062838086,0.02197616526929843,0.4395511850743929,0.1,0.2,0.12,0.8,42,2,132,295,35.40000000000001,1.5792484124651862,0.0,0.0
127,0.21422927922265975,psi_diffusion=0.8,0.9857352346713806,29.992099091172364,0.023896309369775808,0.38200282296201715,0.1,0.2,0.12,0.8,42,2,132,300,36.0,1.3110328885308449,0.0,0.0
1,0.35564182114755116,psi_diffusion=1.0,0.009613507827310004,49.789854960657166,0.20911377327716404,49.51945173083538,0.1,0.2,0.12,1.0,42,0,1,5,0.6,1.6922269756353907,0.0,0.0
3,0.354793156005434,psi_diffusion=1.0,0.027897782931805375,49.67104184076076,0.29862827205530185,48.86375844753484,0.1,0.2,0.12,1.0,42,0,1,10,1.2000000000000002,3.166421719124431,0.0,0.0
4,0.3539242105956691,psi_diffusion=1.0,0.05106335417691331,49.549389483393675,0.3620188018182958,48.06237439294184,0.1,0.2,0.12,1.0,42,0,1,15,1.8000000000000007,4.505565103568244,0.0,0.0
4,0.3530027133635238,psi_diffusion=1.0,0.07537497751292739,49.42037987089333,0.3772500032769184,47.189365214538974,0.1,0.2,0.12,1.0,42,0,1,20,2.4000000000000012,4.93709455379263,0.0,0.0
4,0.35202775253656193,psi_diffusion=1.0,0.09992385047421141,49.28388535511867,0.4106541986005335,46.271788512740656,0.1,0.2,0.12,1.0,42,0,1,25,3.0000000000000018,5.376113941283957,0.0,0.0
4,0.350731839014032,psi_diffusion=1.0,0.12308441486687881,49.10245746196448,0.40578008705140584,45.33428995822515,0.1,0.2,0.12,1.0,42,0,1,30,3.6000000000000023,5.5416501109278755,0.0,0.0
5,0.3491053483004612,psi_diffusion=1.0,0.14507303725494872,48.87474876206457,0.42872482585039395,44.37929673540961,0.1,0.2,0.12,1.0,42,0,1,35,4.200000000000003,5.9614812337057,0.0,0.0
5,0.3472977006443574,psi_diffusion=1.0,0.1662530910729724,48.62167809021003,0.4182842004090662,43.41852610174187,0.1,0.2,0.12,1.0,42,0,1,40,4.800000000000003,6.003086439010093,0.0,0.0
5,0.34582111070580784,psi_diffusion=1.0,0.1889566593923774,48.4149554988131,0.4388068508996362,42.447518861806934,0.1,0.2,0.12,1.0,42,0,1,45,5.400000000000004,6.2528402159258185,0.0,0.0
5,0.34459749649497995,psi_diffusion=1.0,0.21237566415249545,48.24364950929719,0.4263633227625436,41.47476571897793,0.1,0.2,0.12,1.0,42,0,1,50,6.000000000000004,6.171206178652321,0.0,0.0
7,0.3433183888436437,psi_diffusion=1.0,0.23549326651501232,48.064574438110114,0.44584364096941226,40.494203993428904,0.1,0.2,0.12,1.0,42,0,1,55,6.600000000000005,6.404716969673855,0.0,0.0
11,0.3419890616569157,psi_diffusion=1.0,0.2581579371680023,47.878468631968204,0.4324744055678533,39.51357690126673,0.1,0.2,0.12,1.0,42,0,1,60,7.2000000000000055,6.340516008857509,0.0,0.0
15,0.3401695454909699,psi_diffusion=1.0,0.2791306752599947,47.623736368735784,0.451741244292739,38.52615979438365,0.1,0.2,0.12,1.0,42,0,1,65,7.800000000000006,6.542639930078679,0.0,0.0
20,0.3379402435709838,psi_diffusion=1.0,0.2986117247387725,47.31163409993773,0.43783152894971855,37.539477572175564,0.1,0.2,0.12,1.0,42,0,1,70,8.400000000000004,6.460409921008047,0.0,0.0
23,0.3355435469362305,psi_diffusion=1.0,0.3177307854554003,46.97609657107227,0.4569330320861462,36.54659527290177,0.1,0.2,0.12,1.0,42,0,1,75,9.0,6.6901478532063345,0.0,0.0
30,0.3336304200877656,psi_diffusion=1.0,0.338425935420398,46.708258812287184,0.4425754677159882,35.55503554808463,0.1,0.2,0.12,1.0,42,0,1,80,9.599999999999996,6.624782770863043,0.0,0.0
38,0.33206736788585484,psi_diffusion=1.0,0.3602789942720064,46.48943150401968,0.4615677130611149,34.55774474924295,0.1,0.2,0.12,1.0,42,0,1,85,10.199999999999992,6.796251553026933,0.0,0.0
48,0.3304527047149795,psi_diffusion=1.0,0.38175262509394803,46.26337866009713,0.44672963880044736,33.56237185095693,0.1,0.2,0.12,1.0,42,0,1,90,10.799999999999988,6.6766785677898515,0.0,0.0
63,0.32879052752640076,psi_diffusion=1.0,0.40309825048961895,46.03067385369611,0.4654579517562513,32.56190302396282,0.1,0.2,0.12,1.0,42,0,1,95,11.399999999999984,6.861746764493164,0.0,0.0
78,0.3265591793437943,psi_diffusion=1.0,0.4227109068410929,45.718285108131205,0.45014476990145086,31.564089120022825,0.1,0.2,0.12,1.0,42,0,1,100,11.99999999999998,6.7384064412490625,0.0,0.0
87,0.3238743711377204,psi_diffusion=1.0,0.4412434980077851,45.34241195928085,0.468664403494503,30.56183777209592,0.1,0.2,0.12,1.0,42,0,1,105,12.599999999999977,6.931178588545532,0.0,0.0
96,0.321046732513572,psi_diffusion=1.0,0.4593985245817485,44.94654255190008,0.45296861030549423,29.562902315780537,0.1,0.2,0.12,1.0,42,0,1,110,13.199999999999973,6.8279294886461965,0.0,0.0
98,0.31877494191459027,psi_diffusion=1.0,0.47921603360919185,44.62849186804264,0.47127613180291644,28.560126360457435,0.1,0.2,0.12,1.0,42,0,1,115,13.799999999999969,7.0294098462828645,0.0,0.0
99,0.3168996465638658,psi_diffusion=1.0,0.4998978971267901,44.36595051894122,0.45516226424442646,27.561336692474505,0.1,0.2,0.12,1.0,42,0,1,120,14.399999999999965,6.879940505914714,0.0,0.0
105,0.31497503079009415,psi_diffusion=1.0,0.5204642091933703,44.09650431061318,0.47308731242070223,26.55944506195265,0.1,0.2,0.12,1.0,42,0,1,125,14.999999999999961,7.037445219039709,0.0,0.0
106,0.31300721112448043,psi_diffusion=1.0,0.5407379786033225,43.82100955742726,0.4564669888643619,25.562410440796498,0.1,0.2,0.12,1.0,42,0,1,130,15.599999999999957,6.895153449614259,0.0,0.0
107,0.310427279608332,psi_diffusion=1.0,0.5597100658561779,43.45981914516648,0.47395412017746236,24.563170489828256,0.1,0.2,0.12,1.0,42,0,1,135,16.199999999999957,7.051976792033178,0.0,0.0
107,0.30738726571634434,psi_diffusion=1.0,0.5776207643142847,43.03421720028821,0.45691080567624576,23.56968123039976,0.1,0.2,0.12,1.0,42,0,1,140,16.79999999999996,6.915033786620674,0.0,0.0
111,0.30421311896337355,psi_diffusion=1.0,0.5954253873951636,42.5898366548723,0.47397378890987646,22.57486130600597,0.1,0.2,0.12,1.0,42,0,1,145,17.399999999999967,7.09357557018113,0.0,0.0
114,0.30163643330937434,psi_diffusion=1.0,0.614415559910173,42.22910066331241,0.4565354854783348,21.586664247027116,0.1,0.2,0.12,1.0,42,0,1,150,17.99999999999997,6.965670400452319,0.0,0.0
115,0.29947715691631205,psi_diffusion=1.0,0.6342478459894909,41.926801968283684,0.47305320762948994,20.59807842452275,0.1,0.2,0.12,1.0,42,0,1,155,18.599999999999977,7.098053619966686,0.0,0.0
120,0.2972745132741676,psi_diffusion=1.0,0.6537565460852242,41.61843185838347,0.45509606984811585,19.617161514431974,0.1,0.2,0.12,1.0,42,0,1,160,19.19999999999998,6.925545911039208,0.0,0.0
122,0.29503275698572334,psi_diffusion=1.0,0.6731405177831287,41.30458597800127,0.470850568955268,18.637074421695964,0.1,0.2,0.12,1.0,42,0,1,165,19.799999999999986,7.059052789421917,0.0,0.0
122,0.29195981210056354,psi_diffusion=1.0,0.6909250212511445,40.8743736940789,0.4523663059046586,17.66591088620616,0.1,0.2,0.12,1.0,42,0,1,170,20.39999999999999,6.887808414109374,0.0,0.0
124,0.28861510518701605,psi_diffusion=1.0,0.708326570844434,40.406114726182246,0.46732973732716326,16.696916154794188,0.1,0.2,0.12,1.0,42,0,1,175,20.999999999999996,7.031215288408147,0.0,0.0
124,0.28515218996158087,psi_diffusion=1.0,0.7254319779673962,39.92130659462132,0.44837128649253294,15.738143794612004,0.1,0.2,0.12,1.0,42,0,1,180,21.6,6.87538581823581,0.0,0.0
126,0.28231265211119605,psi_diffusion=1.0,0.7435232495706988,39.52377129556745,0.46242273561461317,14.782980549587458,0.1,0.2,0.12,1.0,42,0,1,185,22.200000000000006,7.0142142030840455,0.0,0.0
127,0.2799109328401193,psi_diffusion=1.0,0.7619507439639812,39.18753059761671,0.4428831590779322,13.839527123288105,0.1,0.2,0.12,1.0,42,0,1,190,22.80000000000001,6.8154221714151175,0.0,0.0
127,0.2774704378557112,psi_diffusion=1.0,0.7801267776072995,38.845861299799566,0.45569608529749805,12.901480888680803,0.1,0.2,0.12,1.0,42,0,1,195,23.400000000000016,6.903637473181524,0.0,0.0
128,0.27499796766394025,psi_diffusion=1.0,0.7978638206231266,38.499715472951635,0.4354110255428152,11.977050224286582,0.1,0.2,0.12,1.0,42,0,1,200,24.00000000000002,6.700688756158554,0.0,0.0
128,0.271693222389995,psi_diffusion=1.0,0.8144309532824445,38.037051134599295,0.4467347873335449,11.060261416649908,0.1,0.2,0.12,1.0,42,0,1,205,24.600000000000026,6.7826289830475455,0.0,0.0
128,0.26813685636688767,psi_diffusion=1.0,0.8303956266209965,37.53915989136427,0.42568200242456744,10.159324784613695,0.1,0.2,0.12,1.0,42,0,1,210,25.20000000000003,6.584982756984894,0.0,0.0
128,0.26447723989787103,psi_diffusion=1.0,0.8460782131378166,37.026813585701944,0.4352666008087009,9.26863514755451,0.1,0.2,0.12,1.0,42,0,1,215,25.800000000000036,6.669786097901939,0.0,0.0
128,0.2614471893576668,psi_diffusion=1.0,0.861980606473728,36.60260651007335,0.4132968245354997,8.396460631404508,0.1,0.2,0.12,1.0,42,0,1,220,26.40000000000004,6.466022323160705,0.0,0.0
128,0.25885168256824925,psi_diffusion=1.0,0.8778483844183216,36.23923555955489,0.42060729030146704,7.537803923056871,0.1,0.2,0.12,1.0,42,0,1,225,27.000000000000046,6.490927841302719,0.0,0.0
128,0.25622825742983213,psi_diffusion=1.0,0.8929959793537168,35.8719560401765,0.39733338224675097,6.7011785976424,0.1,0.2,0.12,1.0,42,0,1,230,27.60000000000005,6.234609773339284,0.0,0.0
128,0.2535815239998911,psi_diffusion=1.0,0.9074911596817966,35.50141335998475,0.40104870435198486,5.882837394351205,0.1,0.2,0.12,1.0,42,0,1,235,28.200000000000056,6.225851155651635,0.0,0.0
128,0.2501498398771562,psi_diffusion=1.0,0.92063126013995,35.02097758280187,0.37431000122549923,5.0940842668093955,0.1,0.2,0.12,1.0,42,0,1,240,28.80000000000006,5.938803232675194,0.0,0.0
128,0.24650037172518607,psi_diffusion=1.0,0.9328626906677503,34.51005204152605,0.37160482150884155,4.3341852338738205,0.1,0.2,0.12,1.0,42,0,1,245,29.400000000000066,5.879985365017446,0.0,0.0
128,0.242791616185804,psi_diffusion=1.0,0.9440662430512874,33.99082626601256,0.3416805769029641,3.61332752750652,0.1,0.2,0.12,1.0,42,0,1,250,30.00000000000007,5.561731326320346,0.0,0.0
128,0.2398948636999218,psi_diffusion=1.0,0.9546266741679796,33.58528091798905,0.33275078495005667,2.9308535487505014,0.1,0.2,0.12,1.0,42,0,1,255,30.600000000000076,5.426269447656915,0.0,0.0
128,0.2371884611080838,psi_diffusion=1.0,0.9638918039600471,33.206384555131734,0.29940826106130125,2.296915942571764,0.1,0.2,0.12,1.0,42,0,1,260,31.20000000000008,5.029729189329727,0.0,0.0
128,0.23447163004461033,psi_diffusion=1.0,0.9716980439876313,32.82602820624545,0.28217077972742055,1.7133125029635052,0.1,0.2,0.12,1.0,42,0,1,265,31.800000000000086,4.780358122917011,0.0,0.0
128,0.23175286438844103,psi_diffusion=1.0,0.9778411522920067,32.445401014381744,0.24351293159027582,1.1919117773955108,0.1,0.2,0.12,1.0,42,0,1,270,32.40000000000008,4.313650071253647,0.0,0.0
128,0.22842545924032392,psi_diffusion=1.0,0.9820818742993974,31.97956429364535,0.21354871289771227,0.7394328913387789,0.1,0.2,0.12,1.0,42,0,1,275,33.000000000000064,3.9364358009840004,0.0,0.0
128,0.22498553129112994,psi_diffusion=1.0,0.9844116690144171,31.49797438075819,0.16542239328847955,0.6027667041064253,0.1,0.2,0.12,1.0,42,0,132,280,33.60000000000005,3.366479356691583,0.0,0.0
128,0.22157349962696912,psi_diffusion=1.0,0.9848197817681915,31.020289947775677,0.114559802353298,0.5559227266448264,0.1,0.2,0.12,1.0,42,0,132,285,34.20000000000004,2.799831883279929,0.0,0.0
127,0.21908239055543777,psi_diffusion=1.0,0.984275075345461,30.671534677761287,0.05470561396436701,0.500196044018052,0.1,0.2,0.12,1.0,42,0,132,290,34.800000000000026,2.090632718946091,0.0,0.0
127,0.2168014718774149,psi_diffusion=1.0,0.9849601289641089,30.352206062838086,0.02197616526929843,0.4395511850743929,0.1,0.2,0.12,1.0,42,0,132,295,35.40000000000001,1.5792484124651862,0.0,0.0
127,0.21422927922265975,psi_diffusion=1.0,0.9857352346713806,29.992099091172364,0.023896309369775808,0.38200282296201715,0.1,0.2,0.12,1.0,42,0,132,300,36.0,1.3110328885308449,0.0,0.0
1,0.35564182114755116,psi_diffusion=1.0,0.009613507827310004,49.789854960657166,0.20911377327716404,49.51945173083538,0.1,0.2,0.12,1.0,42,1,1,5,0.6,1.6922269756353907,0.0,0.0
3,0.354793156005434,psi_diffusion=1.0,0.027897782931805375,49.67104184076076,0.29862827205530185,48.86375844753484,0.1,0.2,0.12,1.0,42,1,1,10,1.2000000000000002,3.166421719124431,0.0,0.0
4,0.3539242105956691,psi_diffusion=1.0,0.05106335417691331,49.549389483393675,0.3620188018182958,48.06237439294184,0.1,0.2,0.12,1.0,42,1,1,15,1.8000000000000007,4.505565103568244,0.0,0.0
4,0.3530027133635238,psi_diffusion=1.0,0.07537497751292739,49.42037987089333,0.3772500032769184,47.189365214538974,0.1,0.2,0.12,1.0,42,1,1,20,2.4000000000000012,4.93709455379263,0.0,0.0
4,0.35202775253656193,psi_diffusion=1.0,0.09992385047421141,49.28388535511867,0.4106541986005335,46.271788512740656,0.1,0.2,0.12,1.0,42,1,1,25,3.0000000000000018,5.376113941283957,0.0,0.0
4,0.350731839014032,psi_diffusion=1.0,0.12308441486687881,49.10245746196448,0.40578008705140584,45.33428995822515,0.1,0.2,0.12,1.0,42,1,1,30,3.6000000000000023,5.5416501109278755,0.0,0.0
5,0.3491053483004612,psi_diffusion=1.0,0.14507303725494872,48.87474876206457,0.42872482585039395,44.37929673540961,0.1,0.2,0.12,1.0,42,1,1,35,4.200000000000003,5.9614812337057,0.0,0.0
5,0.3472977006443574,psi_diffusion=1.0,0.1662530910729724,48.62167809021003,0.4182842004090662,43.41852610174187,0.1,0.2,0.12,1.0,42,1,1,40,4.800000000000003,6.003086439010093,0.0,0.0
5,0.34582111070580784,psi_diffusion=1.0,0.1889566593923774,48.4149554988131,0.4388068508996362,42.447518861806934,0.1,0.2,0.12,1.0,42,1,1,45,5.400000000000004,6.2528402159258185,0.0,0.0
5,0.34459749649497995,psi_diffusion=1.0,0.21237566415249545,48.24364950929719,0.4263633227625436,41.47476571897793,0.1,0.2,0.12,1.0,42,1,1,50,6.000000000000004,6.171206178652321,0.0,0.0
7,0.3433183888436437,psi_diffusion=1.0,0.23549326651501232,48.064574438110114,0.44584364096941226,40.494203993428904,0.1,0.2,0.12,1.0,42,1,1,55,6.600000000000005,6.404716969673855,0.0,0.0
